study_id,title,quality_flags,missing_field_count,resource_count,resource_quality_flags
oa_W4247729983,New Ways to Assess and Enhance Land Registry Sustainability: Evidence from Rwanda,external_research_article;no_microdata,2,1,
oa_W4380536321,"Impacts of an abbreviated personal agency training with refugee women and their male partners on economic empowerment, gender-based violence, and mental health: a randomized controlled trial in Rwanda",external_research_article;no_microdata,2,1,
oa_W2996609438,IS WOMEN POLITICAL INCLUSION AN END IN ITSELF IN RWANDA? A META-SYNTHESIS OF QUALITATIVE AND QUANTITATIVE EVIDENCES,external_research_article;no_microdata,2,1,
oa_W2956139827,Gender Identity Construction Through Traditional and Modern Lenses: Rwandan Narratives and MDGs Perspectives,external_research_article;no_microdata,2,1,
oa_W2606036587,Reshaping Gender Norms in Post-Genocide Rwanda,external_research_article;no_microdata,2,0,
oa_W4211083888,"NGOs Income Generation Services and Rural Women Empowerment in Rwanda: A Case of Care International in Huye District, Isaro Programme",external_research_article;no_microdata,2,1,
oa_W2023285484,Monitoring the prosecution of gender-related crimes in Rwanda: A brief field report.,external_research_article;no_microdata,2,0,
oa_W4401068840,"Gender Mainstreaming into African Artificial Intelligence Policies: Egypt, Rwanda and Mauritius as Case Studies",external_research_article;no_microdata,2,1,
oa_W2923760676,Friction or flows? The translation of Resolution 1325 into practice in Rwanda,external_research_article;no_microdata,2,0,
oa_W2150945031,"Macro, mezzo and micro-level analysis of gender responsive budgeting in Rwanda",external_research_article;no_microdata,2,1,
oa_W4285392301,Gender-Related Factors Influencing Female Students’ Participation in Higher Education in Rwanda,external_research_article;no_microdata,2,1,
oa_W2615983589,Making Abortion Safer in Rwanda: Operationalization of the Penal Code of 2012 to Expand Legal Exemptions and Challenges,external_research_article;no_microdata,2,1,
oa_W3012107875,Everyday partner violence in Rwanda: The contribution of community-based sociotherapy to peaceful family life,external_research_article;no_microdata,2,1,
oa_W4253506732,Gender and the Future of Genocide Studies and Prevention,external_research_article;no_microdata,2,0,
oa_W2996669346,Let’s spend a night together; i will increase your salary: an analysis of sextortion phenomenon in Rwandan society,external_research_article;no_microdata,2,0,
oa_W4407813294,Rwanda,external_research_article;no_microdata,2,0,
oa_W2281359682,Transitional justice failing? A gendered evaluation of the transitional justice program in post-genocide Rwanda,external_research_article;no_microdata,2,1,
oa_W2761014029,Gender and the Military in Post-Genocide Rwanda,external_research_article;no_microdata,2,0,
oa_W597472013,"Women, war, and violence : personal perspectives and global activism",missing_url;external_research_article;no_microdata,3,0,
oa_W3181219229,Reframing Gender Complementarity: Dance and Women’s Empowerment in Post-Genocide Rwanda,external_research_article;no_microdata,2,1,
oa_W2739431264,"Globalizing Justice, Homogenizing Sexual Violence: The Legacy of the ICTY and ICTR in terms of Sexual Violence",external_research_article;no_microdata,2,1,
oa_W2888884612,Plight and Fate of Children During and Following Genocide,external_research_article;no_microdata,2,0,
oa_W4399405824,Research on the Effect of Rwanda Gender Quotas on Political Representation and Optimizing Strategy,external_research_article;no_microdata,2,1,
oa_W423552928,International Criminal Justice,external_research_article;no_microdata,2,0,
oa_W3202402491,"Establishing the Centre for Gender, Culture and Development at the Kigali Institute of Education",external_research_article;no_microdata,2,1,
oa_W2940042985,Establishing a strong political commitment to gender equity,external_research_article;no_microdata,2,0,
oa_W4377193731,Protocol for Evaluating the Impact and Scalability of Reseaux des Femmes Programme for Using Homegrown Solutions to Reduce and Redistribute Unpaid Care Work among Women in Rwanda,external_research_article;no_microdata,2,1,
oa_W3129361904,Women as Judges at International Criminal Tribunals,external_research_article;no_microdata,2,1,
oa_W2071951203,About justice that is yet to come: a few remarks about the international pursuit of post-conflict gender justice,external_research_article;no_microdata,2,0,
oa_W2784045549,The Family Planning Programme in Rwanda : Substantive Representation of Women or Smart Economics?,external_research_article;no_microdata,2,1,
oa_W2908019569,"Transitional Justice, Gender-Based Violence, and Women’s Rights",external_research_article;no_microdata,2,0,
oa_W2775866631,Control over the utilization of the loan and the pattern of the gendered division of labor in the loan-funded activity: A case of Duterimbere MFI in Rwanda,external_research_article;no_microdata,2,1,
oa_W4210756019,Up before Dawn: Experimental Evidence from a Cross-Border Trader Training at the DRC-Rwanda Border,external_research_article;no_microdata,2,0,
oa_W2274475926,Creating safe spaces: lessons from South Africa and Burundi,external_research_article;no_microdata,2,1,
oa_W1764915025,"Doing Gender, Doing Leadership. A Phenomenological Study of Women in Leadership Positions in Kigali, Rwanda",external_research_article;no_microdata,2,1,
oa_W4224300733,Police-Community Partnerships and Community Relation Promotion in Rwanda National Police (RNP): The Case of Nyaruguru District,external_research_article;no_microdata,2,1,
oa_W2784349049,"Human Trafficking Incidence in Rwanda: Its Challenges, Prevention and Control",external_research_article;no_microdata,2,1,
oa_W4296710515,Heroines who are rebuilding their country: State–society circumstances and coping strategies of female leaders in post-genocide Rwanda,external_research_article;no_microdata,2,0,
oa_W4409258126,The Unintended Impacts of an Intimate Partner Violence Prevention Program: Experimental Evidence from Rwanda,external_research_article;no_microdata,2,1,
oa_W2480089612,Negotiating narratives of human rights abuses,external_research_article;no_microdata,2,0,
oa_W7135329166,Local Non Governmental Organisations And Women Empowerment In Fighting Gender Based Violence : A Case Study Of Kinyinya Gender Based Violence Project In Rwanda Women Network,missing_url;external_research_article;no_microdata,3,0,
oa_W3013405076,The Transformative Potential of High-Level Gender Equality,external_research_article;no_microdata,2,1,
oa_W3201767235,"Women, peace and security in Rwanda : promises and pitfalls",external_research_article;no_microdata,2,1,
oa_W2556896790,Non-governmental organization(NGOS) in promoting gender equality and women empowerment in Rwanda Nyarugenge District,missing_url;external_research_article;no_microdata,3,0,
oa_W2808581775,A REPORT ABOUT INTIMATE PARTNER VIOLENCE IN SOUTHERN AND WESTERN RWANDA,external_research_article;no_microdata,2,1,
oa_W2969992377,CHALLENGES OF GENDER MAINSTREAMING IN COLLABORATIVE TRANSNATIONAL RESEARCH,external_research_article;no_microdata,2,1,
oa_W3040703196,Migrant teenagers in conflict with the law: towards a conceptual transition,external_research_article;no_microdata,2,1,
oa_W4405433619,"Women's intention to work in men-dominated professions: The case of motorcycle taxi drivers in Kigali, Rwanda",external_research_article;no_microdata,2,1,
oa_W4226046801,"Genocide Women Survivors Empowerment in the Rwanda Post 1994 Genocide Against Tutsi: Case Study of AVEGA-AGAHOZO Women Survivors of Nyange Sector, Ngororero District (2015-2019)",external_research_article;no_microdata,2,1,
oa_W4387450217,Predictors of intimate partner violence among women of reproductive age group from Rwanda,external_research_article;no_microdata,2,1,
oa_W4386800882,HISTORICAL DEVELOPMENT OF GOVERNANCE IN RWANDA AND HOW THE DEVELOPMENT SHAPED THE LANDSCAPE OF ITS INSTITUTIONS,external_research_article;no_microdata,2,1,
oa_W2980012010,"Patriarchal family relationship under threat during forced migration. The case of Burundians in Mahama refugee camp, Rwanda",external_research_article;no_microdata,2,1,
oa_W2758276309,Influence of Culture on Women’s Public Speaking Skills in Rwanda: Case Study of Rwanda Women Parliamentarians,external_research_article;no_microdata,2,1,
oa_W2893299246,GÊNERO COMO PERFORMANCE: A PARTICIPAÇÃO FEMININA NA POLÍTICA DE RUANDA,external_research_article;no_microdata,2,1,
oa_W2106327735,Gender Balance and the Meanings of Women in Governance in Post-Genocide Rwanda,external_research_article;no_microdata,2,1,
oa_W4243968040,"War, Women, and Power",external_research_article;no_microdata,2,1,
oa_W2154800611,"Women Have Found Respect: Gender Quotas, Symbolic Representation, and Female Empowerment in Rwanda",external_research_article;no_microdata,2,0,
oa_W2070192314,The Will to Political Power: Rwandan Women in Leadership,external_research_article;no_microdata,2,0,
oa_W2289928800,When “Bright Futures” Fade: Paradoxes of Women’s Empowerment in Rwanda,external_research_article;no_microdata,2,0,
oa_W2094031995,Women's participation in the Rwandan genocide: mothers or monsters?,external_research_article;no_microdata,2,0,
oa_W2792247178,"War, Women, and Power: From Violence to Mobilization in Rwanda and Bosnia-Herzegovina",external_research_article;no_microdata,2,0,
oa_W4392747209,How do household living conditions and gender-related decision-making influence child stunting in Rwanda? A population-based study,external_research_article;no_microdata,2,1,
oa_W1580653733,‘Let there be a Balance’: Women in African Parliaments,external_research_article;no_microdata,2,0,
oa_W2899547868,Leadership Emergence in Post-Genocide Rwanda: The role of Women in Peacebuilding,external_research_article;no_microdata,2,1,
oa_W1899240799,Fifty/Fifty by 20201,external_research_article;no_microdata,2,0,
oa_W1980582457,Peacebuilding Through a Gender Lens and the Challenges of Implementation in Rwanda and Côte d'Ivoire,external_research_article;no_microdata,2,0,
oa_W2154540405,Legislative Power and Women's Representation,external_research_article;no_microdata,2,0,
oa_W2117131052,"Peace Accords and the Adoption of Electoral Quotas for Women in the Developing World, 1990–2006",external_research_article;no_microdata,2,0,
oa_W2508873188,Sub-Saharan Africa: A Survey of Gender Budgeting Efforts,external_research_article;no_microdata,2,1,
oa_W2034990412,"Female gratification, sexual power and safer sex: female sexuality as an empowering resource among women in Rwanda",external_research_article;no_microdata,2,0,
oa_W3042466052,Gender inequality as the determinant of human trafficking in Rwanda,external_research_article;no_microdata,2,1,
oa_W2893407252,When Ethnicity Beats Gender: Quotas and Political Representation in Rwanda and Burundi,external_research_article;no_microdata,2,1,
oa_W2796670867,Financial Literacy and Intra-household Decision Making: Evidence from Rwanda,external_research_article;no_microdata,2,1,
oa_W845719938,Hidden inequalities : Rwandan female politicians' experiences of balancing family and political responsibilities,missing_url;external_research_article;no_microdata,3,0,
oa_W1515474309,"Women and war in Rwanda: gender, media and the representation of genocide",external_research_article;no_microdata,2,0,
oa_W1957522677,Conceptions of Female Political Representation: Perspectives of Rwandan Female Representatives,missing_url;external_research_article;no_microdata,3,0,
oa_W2803365561,"Women, Land and Empowerment in Rwanda",external_research_article;no_microdata,2,0,
oa_W2982938103,"Shifting and transforming gender-inequitable beliefs, behaviours and norms in intimate partnerships: the <i>Indashyikirwa</i> couples programme in Rwanda",external_research_article;no_microdata,2,1,
oa_W2604187943,"Women and Leadership in Rwanda, Emerging Transformation: The Spiritual, Social, and Political Dimensions of Transmuting Suffering",external_research_article;no_microdata,2,0,
oa_W2008979961,Symposium: Gender Quotas,external_research_article;no_microdata,2,0,
oa_W621423630,Rwanda: History and Hope,missing_url;external_research_article;no_microdata,3,0,
oa_W2921457553,Women Political Leaders in Rwanda and South Africa: Narratives of Triumph and Loss,external_research_article;no_microdata,2,1,
oa_W4256307638,Women and War in Rwanda,external_research_article;no_microdata,2,0,
oa_W1578072371,Challenging Political Boundaries in Post-Conflict States,external_research_article;no_microdata,2,1,
oa_W4253871194,Gender-transformative Bandebereho Couples' Intervention to Promote Male Engagement in Reproductive and Maternal Health and Violence Prevention in Rwanda: Findings from a Randomized Controlled Trial,external_research_article;no_microdata,2,1,
oa_W2802388794,Seroprevalence of Zika virus and Rubella virus IgG among blood donors in Rwanda and in Sweden,external_research_article;no_microdata,2,0,
oa_W1987972210,Marital Conflicts in Rwanda: Points of View of Rwandan Psycho-socio-medical Professionals,external_research_article;no_microdata,2,1,
oa_W2288529838,Contextual Influences of Modern Contraceptive Use among Rural Women in Rwanda and Nepal,external_research_article;no_microdata,2,1,
oa_W2406932507,Rwanda: Balancing Gender Quotas and an Independent Judiciary,external_research_article;no_microdata,2,1,
oa_W1758241323,Women break into African politics. Quota systems allow more women to gain elected office.,missing_url;external_research_article;no_microdata,3,0,
oa_W3176026016,"Synthesizing postpartum care pathways, facilitators, and barriers for women after cesarean section: a qualitative analysis from rural Rwanda",external_research_article;no_microdata,2,1,
oa_W4210971136,"Black, Female, and Divorced: A Discourse Analysis of Wangarĩ Maathai’s Leadership with Reflections from Naleli Morojele‘s Study of Rwandan and South African Female Political Leaders",external_research_article;no_microdata,2,1,
oa_W4399020026,Exploring Suitable Electoral Systems for Promotion of Women’s Representation in Tanzania and Rwanda,external_research_article;no_microdata,2,1,
oa_W2612835447,Female political representation in the aftermath of ethnic violence: A comparative analysis of Burundi and Rwanda,external_research_article;no_microdata,2,0,
oa_W1521228768,"Civil Conflict, Sex Ratio and Intimate Partner Violence in Rwanda",missing_url;external_research_article;no_microdata,3,0,
oa_W2547437839,Elite patriarchal bargaining in post-genocide Rwanda and post-apartheid South Africa: women political elites and post-transition African parliaments,missing_url;external_research_article;no_microdata,3,0,
oa_W2957837516,Is Prolonged Labor Managed Adequately in Rural Rwandan Hospitals?,external_research_article;no_microdata,2,1,
oa_W40002456,Bridging the gap between de jure and de facto parliamentary representation of women in Africa : lessons from Rwanda and South Africa,external_research_article;no_microdata,2,1,
oa_W3120084158,“He lets me go although he does not go with me.”: Rwandan women’s perceptions of men’s roles in maternal health,external_research_article;no_microdata,2,1,
oa_W4281397955,Corporate Governance Practices and Financial Performance of Microfinance Institutions in Rwanda: A Case Study of Microfinance Inkingi Ltd,external_research_article;no_microdata,2,1,
oa_W2802275957,‘Boys don’t rule us’: exploring Rwandan girls with disabilities’ resistance to masculine dominance in school,external_research_article;no_microdata,2,0,
oa_W3184670596,Women's participation in parliament: the case of Rwanda,external_research_article;no_microdata,2,1,
oa_W2038188580,Political leadership and conflict resolution: An African example,external_research_article;no_microdata,2,1,
oa_W2922375005,"Risk Factors Associated With Childhood Stunting in Rwanda: A Secondary Analysis of the 2014 Nutrition, Markets and Gender (NMG) Survey",external_research_article;no_microdata,2,1,
oa_W816892790,A Window of Opportunity A Minor Field Study of Empowerment in Women's Councils in Rwanda,external_research_article;no_microdata,2,1,
oa_W4295758287,Behavioural drivers of suboptimal maternal and child feeding practices in Rwanda: An anthropological study,external_research_article;no_microdata,2,1,
oa_W2750582019,Mobilizing transnational gender politics in post-genocide Rwanda,external_research_article;no_microdata,2,0,
oa_W4391405139,Effect of Socio-Cultural Factors on Women’s Participation in Leadership of Higher Education in Rwanda: A Case of Rwanda Polytechnics,external_research_article;no_microdata,2,1,
oa_W3124873974,The Effect of Increased Women's Representation in Parliament: The Case of Rwanda,external_research_article;no_microdata,2,1,
oa_W2102057832,The Endless Debate over the 'G Word',external_research_article;no_microdata,2,1,
oa_W1511126688,"<i>Women in the South African Parliament: From Resistance to Governance</i>, Hannah Evelyn Britton",external_research_article;no_microdata,2,0,
oa_W4410998508,Dinamika Keterwakilan Perempuan dalam Politik,external_research_article;no_microdata,2,1,
oa_W4399328261,"Women's participation in and benefit from Rift Valley fever livestock vaccine value chain; current situation and barriers in Nyagatare District, Rwanda",external_research_article;no_microdata,2,1,
oa_W3197646883,"Students’ enrolment trend in the School of Education, College of Education, University of Rwanda",missing_url;external_research_article;no_microdata,3,0,
oa_W2889012792,"Cost per insertion and couple year of protection for post-partum intrauterine devices and implants provided during service scale-up in Kigali, Rwanda",external_research_article;no_microdata,2,1,
oa_W2483400129,Upholding Male Parliamentary Dominance,external_research_article;no_microdata,2,0,
oa_W1578754523,Threatening and Appropriate Bodies in Nation Building: Paths to the World’s 1st Female Parliamentary Majority in Post-Genocide Rwanda,external_research_article;no_microdata,2,1,
oa_W2914156400,"Knowledge, Attitudes, and Beliefs about Sexual Health and Behavior in Huye, Rwanda",external_research_article;no_microdata,2,1,
oa_W3113263121,Analysis of Female Labor Participation and Economic Growth: The Case of Rwanda,external_research_article;no_microdata,2,1,
oa_W2493447225,"Women's participation in statebuilding with a focus on South Sudan, Rwanda and Nepal",external_research_article;no_microdata,2,1,
oa_W4210687032,An Application of Choice Experiment to Assess Farmers’ Willingness to Pay for Volcanoes National Park Management Attributes in Rwanda,external_research_article;no_microdata,2,1,
oa_W2512715471,Play it forward: The untapped potential of sport to accelerate global progress towards gender equity,external_research_article;no_microdata,2,0,
oa_W2748600437,“We Are Not Part of Their War”: Hutu Women’s Experiences of Rebel Life in the Eastern DRC Conflict,external_research_article;no_microdata,2,0,
oa_W3014504840,Exploring Feminine Political Leadership Attributes and Women’s Campaigns During the 2017 General Election in Kenya,external_research_article;no_microdata,2,0,
oa_W2506423535,The Treatment of Children During Conflict,external_research_article;no_microdata,2,0,
oa_W4400308685,"Perceived Spiritual Leadership Behavior, Leadership Skills, and Spiritual Well-being in Seventh-day Adventist Congregational Settings in Rwanda: A Quantitative Study",external_research_article;no_microdata,2,1,
oa_W2931865009,Female Perpetrators in the Former Yugoslav Republic and Rwanda: Disrupting Common Understandings,external_research_article;no_microdata,2,0,
oa_W2980882718,Women and Peacebuilding in Rwanda and Sierra Leone : A comparative study of the impacts of United Nations Resolution 1325,external_research_article;no_microdata,2,1,
oa_W2527544497,"Analysis of Factors Influencing Women Participation in Coffee Value Chain in Huye District, Rwanda",external_research_article;no_microdata,2,1,
oa_W4386164159,Nurturing Sustainable Peace: Unveiling the Integral Role of Women in Rwanda’s Peacebuilding Endeavors,external_research_article;no_microdata,2,1,
oa_W2992723053,Political Participation of Women in Rwanda and Post-conflict Rebuilding,missing_url;external_research_article;no_microdata,3,0,
oa_W4311954787,Women in Rwanda,external_research_article;no_microdata,2,1,
oa_W2002382292,"P5-S2.01 Survey on knowledge, attitude and practices on male circumcision in Rwanda",external_research_article;no_microdata,2,1,
oa_W959302656,Introduction,external_research_article;no_microdata,2,0,
oa_W4249704062,"Cost per insertion and couple year of protection for postpartum intrauterine devices and implants provided during service scale-up in Kigali, Rwanda",external_research_article;no_microdata,2,1,
oa_W2079581111,"Constructing the truth, dealing with dissent, domesticating the world: Governance in post-genocide Rwanda",external_research_article;no_microdata,2,1,
oa_W2887380180,Seroprevalence of Zika Virus and Rubella Virus IgG among blood donors in Rwanda and in Sweden,external_research_article;no_microdata,2,0,
oa_W772492911,"From Paralysis in Rwanda to Bold Moves in Libya: Emergence of the ""Responsibility to Protect"" Norm under International Law - Is the International Community Ready for It?",missing_url;external_research_article;no_microdata,3,0,
oa_W3010896157,"""When a Mother Is Employed, Her Children Suffer"": A Quantitative Analysis of Factors Influencing Attitudes towards Women's Employment and Gender Roles in Rwanda",external_research_article;no_microdata,2,1,
oa_W2006464238,Task Shifting for Scale-up of HIV Care: Evaluation of Nurse-Centered Antiretroviral Treatment at Rural Health Centers in Rwanda,external_research_article;no_microdata,2,1,
oa_W2040135409,"Intimate partner violence, female employment, and male backlash in Rwanda",external_research_article;no_microdata,2,1,
oa_W2102138974,Comprehensive and integrated district health systems strengthening: the Rwanda Population Health Implementation and Training (PHIT) Partnership,external_research_article;no_microdata,2,1,
oa_W2978135183,Factors Leading Female Labour Force Involvement in Rwanda,external_research_article;no_microdata,2,1,
oa_W2783460035,Catching up to a fast-moving target: Evaluation of a health system strengthening intervention in rural Rwanda 2005-2010 using data from repeated cross-sectional surveys,external_research_article;no_microdata,2,1,
oa_W1994657580,Assessing predictors of delayed antenatal care visits in Rwanda: a secondary analysis of Rwanda demographic and health survey 2010,external_research_article;no_microdata,2,1,
oa_W2046185542,Performance‐based financing for better quality of services in Rwandan health centres: 3‐year experience,external_research_article;no_microdata,2,1,
oa_W2152675312,Motivations and Constraints to Family Planning: A Qualitative Study in Rwanda’s Southern Kayonza District,external_research_article;no_microdata,2,1,
oa_W4378695829,"The Importance of Agricultural Development Projects: A Focus on Sustenance and Employment Creation in Kenya, Malawi, Namibia, Rwanda, and Uganda",external_research_article;no_microdata,2,1,
oa_W1993484886,"Integration of comprehensive women’s health programmes into health systems: cervical cancer prevention, care and control in Rwanda",external_research_article;no_microdata,2,1,
oa_W2941512542,Determinants of Female Labor Force Participation in Rwanda,missing_url;external_research_article;no_microdata,3,0,
oa_W2590573523,Implementing One Health as an integrated approach to health in Rwanda,external_research_article;no_microdata,2,1,
oa_W3174918233,"Recruitment, Effort, and Retention Effects of Performance Contracts for Civil Servants: Experimental Evidence from Rwandan Primary Schools",external_research_article;no_microdata,2,1,
oa_W2088207863,Situations of fertility stall in sub-Saharan Africa,external_research_article;no_microdata,2,1,
oa_W2797020584,Impact of a health system strengthening intervention on maternal and child health outputs and outcomes in rural Rwanda 2005–2010,external_research_article;no_microdata,2,1,
oa_W2171371442,"From Urban Catastrophe to ‘Model’ City? Politics, Security and Development in Post-conflict Kigali",external_research_article;no_microdata,2,1,
oa_W2003960119,The Death Toll of the Rwandan Genocide: A Detailed Analysis for Gikongoro Province,external_research_article;no_microdata,2,1,
oa_W2151834035,"The Psychology of Threat in Intergroup Conflict: Emotions, Rationality, and Opportunity in the Rwandan Genocide",external_research_article;no_microdata,2,1,
oa_W2531154959,Characterization of broiler poultry production system in Rwanda,external_research_article;no_microdata,2,1,
oa_W2133416497,Can innovative health financing policies increase access to MDG-related services? Evidence from Rwanda,external_research_article;no_microdata,2,1,
oa_W1602943122,"Prime-Age Adult Morbidity and Mortality in Rural Rwanda: Effects on Household Income, Agricultural Production, and Food Security Strategies",external_research_article;no_microdata,2,1,
oa_W2101258191,"Peasants, power and ethnicity: A bottom-up perspective on Rwanda's political transition",external_research_article;no_microdata,2,1,
oa_W4410503835,"Assessing the Role of Community-Based Organizations Activities on Women Empowerments: A Case of African Evangelical Enterprise in Gasabo District, Rwanda",external_research_article;no_microdata,2,1,
oa_W2025320431,Fuelwood demand and supply in Rwanda and the role of agroforestry,external_research_article;no_microdata,2,1,
oa_W133896446,The Role of Tourism in Post-Conflict Peacebuilding in Rwanda,external_research_article;no_microdata,2,1,
oa_W1552692089,The Trials of Concurrent Jurisdiction: The Case of Rwanda,external_research_article;no_microdata,2,1,
oa_W3028145663,Towards actionable farm typologies: Scaling adoption of agricultural inputs in Rwanda,external_research_article;no_microdata,2,1,
oa_W2057857249,Changes in Fertility Decline in Rwanda: A Decomposition Analysis,external_research_article;no_microdata,2,1,
oa_W3047362025,"Prices, availability and affordability of medicines in Rwanda",external_research_article;no_microdata,2,1,
oa_W3125237582,Financial inclusion of urban street vendors in Kigali,external_research_article;no_microdata,2,1,
oa_W2751927678,Militarisation of governance after conflict: beyond the rebel-to-ruler frame – the case of Rwanda,external_research_article;no_microdata,2,1,
oa_W7133849625,Gender Dynamics in Sub-Saharan African Businesses of Rwanda: Policy Considerations,external_research_article;no_microdata,2,1,
oa_W7133663694,Gender Dynamics in Sub-Saharan African Businesses of Rwanda: Policy Considerations,external_research_article;no_microdata,2,1,
oa_W2131559214,Obstacles on the Road to Gender Justice: The International Criminal Tribunal for Rwanda as Object Lesson,external_research_article;no_microdata,2,1,
oa_W3005578278,Gender and Entrepreneurship in the Renewable Energy Sector of Rwanda,external_research_article;no_microdata,2,1,
oa_W3125538947,Who does what in a household after genocide? Evidence from Rwanda,external_research_article;no_microdata,2,1,
oa_W642263344,DESIGNING SEED SYSTEMS WITH SMALL FARMERS: PRINCIPLES DERIVED FROM BEAN RESEARCH IN THE GREAT LAKES REGION OF AFRICA,external_research_article;no_microdata,2,1,
oa_W3122081299,Paying Primary Health Care Centers for Performance in Rwanda,external_research_article;no_microdata,2,1,
oa_W169418444,The Evolving Jurisprudence of the Crime of Rape in International Criminal Law,external_research_article;no_microdata,2,1,
oa_W1825833454,"RWANDA, IS IT A SUCCESS STORY OR EXAGGERATED? DEVELOPMENT HISTORY",external_research_article;no_microdata,2,1,
oa_W4361223822,Assessment of the socioeconomic impact of COVID-19 in Rwanda: Findings from a country-wide community survey,external_research_article;no_microdata,2,1,
oa_W3031132089,"Knowledge and preventive practices of malaria among pregnant women in Huye district Southern province, Rwanda",external_research_article;no_microdata,2,1,
oa_W3205121748,Are farmers ready to use phone-based digital tools for agronomic advice? Ex-ante user readiness assessment using the case of Rwandan banana farmers,external_research_article;no_microdata,2,1,
oa_W4233412748,Farmers in Rwanda reap benefits with advice from plant clinics,external_research_article;no_microdata,2,1,
oa_W4252501086,"Tuzamurane Pineapple Cooperative, Rwanda: Empowering small-scale farmers to benefit from the global market",external_research_article;no_microdata,2,1,
oa_W2767698998,‘You Cannot Live Without Money’: Balancing Women’s Unpaid Care Work and Paid Work in Rwanda,missing_url;external_research_article;no_microdata,3,0,
oa_W2529824743,Natural Resources and Household Incomes among Rural Women: Analysis of Communities Domiciled near National Parks in Rwanda,external_research_article;no_microdata,2,1,
oa_W2146379453,Earnings differences between men and women in Rwanda,missing_url;external_research_article;no_microdata,3,0,
oa_W2128369066,"Transaction costs and smallholder farmers’ participation in banana markets in the Great Lakes Region of Burundi, Rwanda and the Democratic Republic of Congo",external_research_article;no_microdata,2,1,
oa_W2619748793,Improving farmers' access to clean planting material through partnership in the value chain.,external_research_article;no_microdata,2,1,
oa_W2600487307,"Prevention of and response to conflict-related sexual violence, exploitation and abuse by peacekeepers in the Great Lakes Region of Africa : lessons from Central African Republic",missing_url;external_research_article;no_microdata,3,0,
oa_W3125342430,Promoting Sustainable Pro-Poor Growth in Rwandan Agriculture: What are the Policy Options?,missing_url;external_research_article;no_microdata,3,0,
oa_W7133491525,Gender-Specific Distribution Programmes in Rwandan Agriculture: An Equity Impact Analysis,external_research_article;no_microdata,2,1,
oa_W7133549951,Gender-Specific Distribution Programmes in Rwandan Agriculture: An Equity Impact Analysis,external_research_article;no_microdata,2,1,
oa_W2922369755,"Farmer Reported Pest and Disease Impacts on Root, Tuber, and Banana Crops and Livelihoods in Rwanda and Burundi",external_research_article;no_microdata,2,1,
oa_W2020286782,Towards Universal Health Coverage: An Evaluation of Rwanda Mutuelles in Its First Eight Years,external_research_article;no_microdata,2,1,
oa_W3082546996,Rwanda Climate Services for Agriculture: Qualitative Evaluation through a Gender Lens,external_research_article;no_microdata,2,1,
oa_W4385359654,Synopsis Women's empowerment in Rwandan agriculture: A baseline assessment in the context of Rwanda's gender and youth mainstreaming strategy and the fourth strategic plan for agricultural transformation,external_research_article;no_microdata,2,1,
oa_W2768116643,Cooperative Societies and their Effect on Small Scale Farmers’ Sustainable Livelihood: A Rwandan Perspective,external_research_article;no_microdata,2,1,
oa_W7128471648,Gender Disparities and Farmer Perceptions in the Adoption of Jersey Cattle among Smallholder Dairy Farmers in Rwanda: A Case Study of Gicumbi District,external_research_article;no_microdata,2,1,
oa_W2046459205,The Antecedents of Modern Rwanda: The Nyiginya Kingdom (review),external_research_article;no_microdata,2,0,
oa_W4210522369,Revisiting Rwanda’s agricultural intensification policy: benefits of embracing farmer heterogeneity and crop-livestock integration strategies,external_research_article;no_microdata,2,1,
oa_W4400857061,"Assessing Dietary Diversity, and Nutritional Status among Rwandan Women engaged in agriculture.",external_research_article;no_microdata,2,1,
oa_W2942253990,Analysing the potential of plant clinics to boost crop protection in Rwanda through adoption of IPM: the case of maize and maize stem borers,external_research_article;no_microdata,2,1,
oa_W2900495185,"Pesticide Use Practices in Root, Tuber, and Banana Crops by Smallholder Farmers in Rwanda and Burundi",external_research_article;no_microdata,2,1,
oa_W4322632580,"CONTRIBUTION OF CLIMATE-SMART AGRICULTURE TO THE ECONOMIC EMPOWERMENT OF RURAL WOMEN IN RWANDA: A CASE STUDY OF GENDER CLIMATE CHANGE AND AGRICULTURE SUPPORT PROGRAMME (GCCASP), NYARUGURU, AND NGOMA DISTRICTS",external_research_article;no_microdata,2,1,
oa_W7111372420,Tracking the gender responsiveness of agricultural research across the research cycle: a monitoring and evaluation framework tested in Uganda and Rwanda,external_research_article;no_microdata,2,0,
oa_W2990673213,Pesticide Application Practices and Knowledge among Small-Scale Local Rice Growers and Communities in Rwanda: A Cross-Sectional Study,external_research_article;no_microdata,2,1,
oa_W7134139522,Land Law Reforms and Tenure Security: A Mixed Methods Inquiry into Rwanda's Legal Transformations,external_research_article;no_microdata,2,1,
oa_W7131300754,Land Law Reforms and Tenure Security in Rwanda: A Qualitative Assessment,external_research_article;no_microdata,2,1,
oa_W7131218053,Land Law Reforms and Tenure Security in Rwanda: A Qualitative Assessment,external_research_article;no_microdata,2,1,
oa_W3040314202,"From Closed to Claimed Spaces for Participation: Contestation in Urban Redevelopment Induced-Displacements and Resettlement in Kigali, Rwanda",external_research_article;no_microdata,2,1,
oa_W4213223600,Women’s Experiences of Land Conflicts in the Context of the Land Tenure Reform Program in Rwanda,external_research_article;no_microdata,2,1,
oa_W7134850893,Land Law Reforms and Security of Tenure in Rwanda: A Survey Analysis,external_research_article;no_microdata,2,1,
